Lp.,Nazwa własna,Telefon,Email,Charakter usług,Kategoria obiektu,Rodzaj obiektu,Adres
2497,ODRA,683835032,info@hotelodra.pl,stały,**,hotel,"66-600 Krosno Odrzańskie, MARKSA 29"
2498,CZARCI MŁYN,564654316,czarci@onet.pl,stały,**,hotel,"86-300 Grudziądz, Chełmińska 208"
2499,MCM,(095_)736-92-92,gorzow@hotelmcm.pl,stały,**,hotel,"66-400 Gorzów Wielkopolski, Grobla 4"
2500,MARYSIN DWÓR,32 254-44-28,recepcja@restauracja-katowice.com.pl,stały,**,hotel,"40-816 Katowice, Pukowca 17a"
2501,ORZEŁ BIAŁY,33-817-86-87,info@orzelbiały.pl,stały,**,hotel,"43-370 Szczyrk, Spacerowa 4"
2502,Almarco,0-61 285 33 33,almarcohotel@op.pl,stały,**,hotel,"63-000 Środa Wielkopolska, Niedziałkowskiego 17"
2503,GWAREK,074/ 866 18 90,gwarek@gat.pl,stały,**,hotel,"57-350 Kudowa-Zdrój, Słowackiego 10"
2504,Park Hotel,034/3575417,,stały,**,hotel,"46-380 Dobrodzień, Parkowa 5"
2505,MATEO,413779409,hotel.mateo@wp.pl,stały,**,hotel,"28-130 Stopnica, Dr. Piotrowskiego 41"
2506,JAN,757782181,hoteljan@op.pl,stały,**,hotel,"59-900 Jędrzychowice, 98"
2507,KSIĄŻ,074/ 664 38 90,zajazd@ksiaz.walbrzych.pl,stały,**,hotel,"58-306 Wałbrzych, ul. Piastów Śląskich 1"
2508,KOLOROWA,075/ 76 19 503,,stały,**,hotel,"58-540 Karpacz, Konstytucji 3-go Maja 58"
2509,FOX,0-44 719-03-21,info@hotelfox.pl,stały,**,hotel,"97-320 Studzianki, p-ta Wolbórz"
2510,MARIO,227729709,rafaloszczyk@op.pl,stały,**,hotel,"05-130 Zegrze Południowe, warszawska 32"
2511,MARCO,236632988,salaweselna@op.pl,stały,**,hotel,"09-100 Płońsk, wieczorków 115"
2512,JANINA NAD POPRADEM,(0 18) 446-90-1,zajazd@kosynier.pl,stały,**,hotel,"33-343 Rytro, Rytro 11"
2513,HOTEL MOGILNO,525256886,,stały,**,hotel,"88-300 Mogilno, Mickiewicza 42"
2514,MARIA,(+48-22) 838-40,,stały,**,hotel,"01-038 Warszawa, Jana Pawła II 71"
2515,ORLIK,033 - 854-36-93,orlik@yooz.com.pl,stały,**,hotel,"43-450 Ustroń, Zdrojowa 8"
2516,PINOCY,+48 32 216 70 4,restauracja@pinocy.com.pl,stały,**,hotel,"430143 Lędziny, waryńskiego 35"
2517,TRZY SOSNY,511460764,,stały,**,hotel,"58-580 Szklarska Poręba, OKRZEI 1C"
2518,DOLCAN,34 362-05-15,hotele@dolcan.com.pl,stały,**,hotel,"42-200 Częstochowa, Sw. Rocha 224"
2519,KROKUS,(075) 744-35-14,,stały,**,hotel,"58-400 Kamienna Góra, Parkowa 1b"
2520,MARATON,41362-91-16,marketing@mosir.kielce.pl,stały,**,hotel,"25-043 Kielce, Leszka Drogosza 1"
2521,KASPROWY WIERCH,(0 18) 201-27-38,biuro@kasprowy.zakopane.pl,stały,**,hotel,"34-500 Zakopane, ul. Krupówki 50 B"
2522,Gewert,614282375,recepcja@gewert.gniezno.pl,stały,**,hotel,"62-200 Gniezno, Paczkowskiego 2"
2523,EDEN,0-42 214-17-19,eden@eden.civ.pl,stały,**,hotel,"95-030 Rzgów, Letniskowa 11/13"
2524,Wityng Hotel,(063) 270 60 98,wityng@wityng.pl,stały,**,hotel,"62-561 Mikorzyn, Mikorzyn"
2525,KAROLEK,(33)877-60-92,zawoja@hotelkarolek.pl,stały,**,hotel,"34-222 Zawoja, Zawoja 2334"
2526,CYNAMON,41 315-40-56,marta@hotel-cynamon.pl,stały,**,hotel,"26-060 Tokarnia, TOKARNIA 186"
2527,STARY MŁYN,172220126,hotelstarymlyn@wp.pl,stały,**,hotel,"39-120 Sędziszów Małopolski, Rzeszowska 1"
2528,PAJERO,833754545,wzagrodzie@pajerokarczma.pl,stały,**,hotel,"21-512 Zalesie, Horbów Kolonia 29C"
2529,"""Refleks""",056-62-300-15,,stały,**,hotel,"87-100 Toruń, Chrobrego 50"
2530,DORIS,,,stały,**,hotel,"64-600 Oborniki, 11 Listopada 10"
2531,PROMYK,757616196,,stały,**,hotel,"58-540 Karpacz, OBROŃCÓW POKOJU 9"
2532,Sara,,,stały,**,hotel,"62-600 Koło, Zielona 5"
2533,Bachus,,,stały,**,hotel,"62-010 Pobiedziska, Rynek 3"
2534,"HOTEL ""POD ZAMKIEM""",89-535-12-87,recepcja@hotel-olsztyn.com.pl,stały,**,hotel,"10-162 Olsztyn, Nowowiejskiego 10"
2535,HOTEL NA ROGATCE,815360070,narogatce@wp.pl,stały,*,hotel,"20-802 Lublin, Sielankowa 1"
2536,Hotel Anna,627316184,,stały,*,hotel,"63-507 Kobyla Góra, Wojska Polskiego 31"
2537,BOSS,"0-42 251-82-00,",biuro@hotel-boss.pl,stały,*,hotel,"93-115 Łódź, Tatrzańska 11"
2538,NEO,957412202,restauracjaNEO@gmail.com,stały,*,hotel,"66-300 Międzyrzecz, Malczewskiego 2"
2539,ARTIX,68347-80-03,stacja@artix-chlastawa.pl,stały,*,hotel,"66-210 Chlastawa, Chlastawa 36"
2540,WODNIK,134366187,,stały,*,hotel,"38-400 Krosno, bieszczadzka 65"
2541,POD ŚWIERKIEM,41 378-28-54,hotelura@realnet.pl,stały,*,hotel,"28-100 Busko-Zdrój, Waryńskiego 38"
2542,DĄBRÓWKA,48500187657,,stały,*,hotel,"42-320 Moczydło, Moczydło"
2543,SZKLARKA,(075) 717-21-96,,stały,*,hotel,"58-580 Szklarska Poręba, 11 Listopada 18"
2544,MARAND,178552823,hotelmarand@wp.pl,stały,*,hotel,"36-062 Zaczernie, brak"
2545,"""MŁAWA""",(+48 23) 654-39,hotel-mlawa@poczta.onet.pl,stały,*,hotel,"06-500 Mława, Kopernika 38"
2546,Spotowy Hotel,627302765,osir@ostreszow.info.pl,stały,*,hotel,"63-500 Ostrzeszów, Kąpielowa 5"
2547,WENUS,"091/577-90-76,",biuro@hotel-wenus.pl,stały,*,hotel,"73-108 Kobylanka, Szczecińska 21"
2548,BROCHÓW,713434179,,stały,*,hotel,"52-114 Wrocław, CENTRALNA 32"
2549,Weronika,(63) 275 24 12,,stały,*,hotel,"62-400 Słupca, al. Tysiąclecia 60"
2550,Puszczykowo,(61) 863 61 52;,mpotocka1@wp.pl,stały,*,hotel,"62-041 Puszczykowo, Kraszewskiego 6"
2551,FAHO,(0-16) 678-89-3,faho@neostrada.pl,stały,*,hotel,"37-700 Przemyśl, Batorego 55 A"
2552,"""PIAST""",0 - 59 842 -,,stały,*,hotel,"76-200 Słupsk, Jedności Narodowej 3"
2553,HOTELIK BEJ,42 614-40--49,info@hotelikbej.pl,stały,*,hotel,"95-080 Tuszyn, Wschodnia 5"
2554,PREMIERE CALSSE WROCŁAW CENTRUM,717830200,wroclaw.centrum@premiereclasse.com,stały,*,hotel,"53-302 Wrocław, Ślężna 28"
2555,WIDMAR,(071) 38-30-007,widmar.hotel@milicz.com.pl,stały,*,hotel,"56-300 Milicz, Kopernika 8"
2556,ANNA,32-247-40-41,kosjan@wp.pl,stały,*,hotel,"42-504 Będzin, Usługowa 4"
2557,HA - GA,34 324-61-73,hotel@ haga.pl,stały,*,hotel,"42-200 Częstochowa, Katedralna 9"
2558,HOTEL STACJA KUTNO,0-24 254-70-65,info@stacjakutno.pl,stały,*,hotel,"99-300 Kutno, Łąkoszyńska 127"
2559,KAPITAN,(91) 434 33 62,kapitan@hotelewam.pl,stały,*,hotel,"70-240 Szczecin, Narutowicza 17D"
2560,U Stacha,(63) 270 43 11;,ustacha@konin.lm.pl,stały,*,hotel,"62-561 Ślesin, Napoleona 15"
2561,NOWY DWÓR,(071) 321-07-14,,stały,*,hotel,"55-100 Trzebnica, Nowy Dwór 2"
2562,ODRA,683873789,,stały,*,hotel,"67-100 Nowa Sól, Muzealna 42"
2563,LUBAVIA,(075) 741-13-21,,stały,*,hotel,"58-420 Lubawka, Plac Wolności 14"
2564,SALVADOR,7812847,,stały,*,hotel,"05-261 Marki, j. pIŁSUDSKIEGO 237"
2565,Leśny,077/4612336;461,hotel@ssspiast.com.pl,stały,*,hotel,"47-100 Strzelce Opolskie, Opolska 40"
2566,GÓRNIK,(075) 773-52-00,,stały,*,hotel,"59-920 Bogatynia, Pocztowa 2"
2567,HOTEL,041372-22-84 (,modliszewice@sodr.pl,stały,*,hotel,"26-200 Modliszewice, Piotrkowska 30"
2568,Korona Paczkowa,"-1,78E-05",,stały,*,hotel,"48-370 Paczków, Wojska Polskiego 31"
2569,OSiR,(074) 645-05-41,hotel@hotelosir.pl,stały,*,hotel,"58-200 Dzierżoniów, Strumykowa 1"
2570,SŁONECZNE TARASY,18 445-29-22,,stały,*,hotel,"33-330 Grybów, Biała Niżna"
2571,Hotel Fugo,632437890,hotelfugo@konin.lm.pl,stały,*,hotel,"62-510 Konin, Dworcowa 7"
2572,ZAMECZEK,"0-44 682-31-88,",zameczek@zameczek.com.pl,stały,*,hotel,"97-500 Radomsko, Batorego 18"
2573,MAZOWIECKI,228272365,mazowiecki@hotelewam.pl,stały,*,hotel,"00-048 Warszawa, Mazowiecka 10"
2574,ZAUŁEK,(075) 721-25-88,,stały,*,hotel,"59-830 Olszyna Dolna, Wolności 36"
2575,DAISY,12 425-27-97,hotel@jrp.pl,stały,*,hotel,"30-222 Kraków, ul. Morelowa 26A"
2576,CIEPLICKA HARENDA,(075) 75-59-407,,stały,*,hotel,"58-560 Jelenia Góra, Francuska 2a"
2577,hotel SALVADOR,+48-22- 781-28-,,stały,*,hotel,"05-261 , J.Piłsudskiego 237"
2578,SPORTOWY,957582049,rezerwacje@osir.slubice.pl,stały,*,hotel,"69-100 Słubice, Sportowa 1"
2579,POD PLATANAMI,(071) 312-09-80,,stały,*,hotel,"55-100 Trzebnica, Kilińskiego 2"
2580,Pod Wieżą,,,stały,*,hotel,"63-100 Śrem, Powst Wlkp"
2581,ARKADIA,41 345-51-50,hotel@hotelkielce.pl,stały,*,hotel,"25-729 Kielce, Urzędnicza 13"
2582,PODKOWA,(071) 339-83-60,,stały,*,hotel,"53-006 Wrocław, Wojszycka 8"
2583,IBIS BUDGET KRAKÓW STARE MIASTO,12 355-29-50,,stały,*,hotel,"31-154 Kraków, ul. Pawia 11"
2584,OLIMPIJSKI,32 285-45-24,hotel_olimpijski@wp.pl,stały,*,hotel,"42-600 Tarnowskie Góry, Korczaka 23"
2585,HOTEL OTOLIŃSKI,243648989,dapolsc@interia.pl,stały,*,hotel,"09-407 Płock, Otolińska 29 b"
2586,Hotel Lidia,673560325,hotellp@polbox.com,stały,*,hotel,"64-700 Czarnków, Przemysłowa 2 a"
2587,IBIS BUDGET WARSZAWA CENTRUM,+ 48 (0-22) 745,,stały,*,hotel,"00-441 Warszawa, Zagórna 1"
2588,Kaniewski,,,stały,*,hotel,"64-300 Nowy Tomyśl, Ogrodowa 22"
2589,ETAP WROCŁAW POŁUDNIE,713608991,h6603@accor.com,stały,*,hotel,"53-011 Wrocław, WYŚCIGOWA 35A"
2590,"""MIŁOSZ KASZUBY""",58/685-34-00,biuro@hotelkaszuby.pl,stały,*,hotel,"83-300 Kartuzy, 3 maja 36"
2591,U MARCINA,(074) 85-85-119,,stały,*,hotel,"58-124 Marcinowice, Świdnicka 14"
2592,Hotel Quay,618275141,hotel@quay.pl,stały,*,hotel,"61-619 Poznań, Karpia 22"
2593,E - 7,+ 48 (0-48) 384,,stały,*,hotel,"26-600 Radom, Czarnieckiego 70"
2594,JACHTOWA,914215525,hotel_jachtowa@wp.pl,stały,*,hotel,"71-734 Szczecin, Lipowa 5"
2595,ARKADIA,748869515,walbrzych-hotel@hotel-arkadia.pl,stały,*,hotel,"58-306 Wałbrzych, WROCŁAWSKA 113"
2596,FREGATA,43 678-15-60,kontakontakt@restauracja-fregata.pl,stały,*,hotel,"99-235 Pęczniew, Rynek 20"
2597,Pałac Pietronki,(67) 283 56 78,pietronki@kadan.pl,stały,*,hotel,"64-800 Pietronki, Pietronki"
2598,Sportowy,,,stały,*,hotel,"63-500 Ostrzeszów, Kąpielowa 5"
2599,NU HOTEL,42 674-07-36,nu@nuhotel.pl,stały,*,hotel,"92-318 Łódź, Piłsudskiego 141"
2600,HOTEL ELEKTROMEX,227753670,,stały,*,hotel,"05-100 Nowy Dwór Mazowiecki, bohaterów modlina"
2601,HOTEL PTTK,91- 578-31-91,,stały,*,hotel,"73-110 Stargard Szczeciński, ul. Kuśnierzy 5"
2602,"""PARKOWY""",55/272-24-13,info@caw.malbork.pl,stały,*,hotel,"82-200 Malbork, Parkowa 3"
2603,Energetyk,632704810,recepcja@hotel-energetyk.pl,stały,*,hotel,"62-561 Ślesin, Ślesin"
2604,Morena,(61) 813 27 46,hotelmorena@ta.pl,stały,*,hotel,"62-050 Mosina, Konopnickiej 1"
2605,POJEZIERZE,94-37-43-341,,stały,*,hotel,"78-400 Szczecinek, Ks. Kard. S. Wyszyńskiego 69a"
2606,Hotel Kaskada,618417469,kaskada@adria.poznan.pl,stały,*,hotel,"60-456 Poznań, Międzyzdrojska"
2607,Arkady,(63) 278 46 33,wtrojan@wp.pl,stały,*,hotel,"62-700 Turek, Sienkiewicza 25"
2608,"""BLIZA""",0 - 58 675 -,,stały,*,hotel,"84-140 Jastarnia, Ks. Sychty 135A"
2609,EUROPA,+48-22 - 781-,,stały,*,hotel,"05-261 Nadma, Pólko 4"
2610,KANIA,89-624-35-51,hotelkania.pl@neostrada.pl,stały,*,hotel,"12-100 Szczytno, Linki 2"
2611,POLKOWICE,(076) 874-42-53,,stały,*,hotel,"59-100 Polkowice, Hubala 24"
2612,VIS-A-VIS,713990099,recepcja@visavis-hotel.pl,stały,*,hotel,"56-400 Oleśnica, PRZEMYSŁOWA 3C"
2613,ODR,683852091,kalsk@hotelodr.pl,stały,*,hotel,"66-100 Kalsk, Kalsk 91"
2614,Dyonizy Hotel,627574650,dyonizy@agn.pl,stały,*,hotel,"62-800 Kalisz, Łódzka 29"
2615,ZACISZE,178528228,zacisze@poczta.pl,stały,*,hotel,"36-055 Bratkowice, bratkowice 277"
2616,OSIR,(074) 866-17-08,,stały,*,hotel,"57-350 Kudowa-Zdrój, Łąkowa 12"
2617,Hotel Sportowy OSiR,683843320,,stały,*,hotel,"64-200 Wolsztyn, Bohaterów Bielnika 30"
2618,ELDA 2,523429855,recepcja@hotelelda.pl,stały,*,hotel,"85-085 Bydgoszcz, Fordońska 399"
2619,POD JELENIEM,(075) 78-16-383,,stały,*,hotel,"59-850 Świeradów-Zdrój, Nadbrzeżna 5"
2620,RESTAURACJA I POKOJE HOTELOWE MILLENNIUM,297564626,info@millennium-przasnysz.pl,stały,*,hotel,"06-300 Przasnysz, leszno 4ab"
2621,Hotel Wyrwidąb,672820082,wyrwidab@wp.pl,stały,*,hotel,"64-800 Chodzież, Oleśnica 1"
2622,ONYX,(068)359-83-01,biuro@hotelonyx-gubin.pl,stały,*,hotel,"66-620 Gubin, Kresowa 122"
2623,Podzamcze,,,stały,*,hotel,"64-360 Zbąszyń, Garczyńskich 5"
2624,POLARIS,"91-321-54-12,",recepcja@hotelpolaris.pl,stały,*,hotel,"72-600 Świnoujście, Słowackiego 33"
2625,Hotel Dom Pracy Twórczej,627615044,,stały,*,hotel,"63-322 Gołuchów, Borowskiego 2"
2626,DWORCOWY,957228591,,stały,*,hotel,"66-400 Gorzów Wielkopolski, Dworcowa 1"
2627,"HOTEL ""KUŹNIA""",566783646,,stały,*,hotel,"87-148 Łysomice, Wiejska 1"
2628,"Hotel ""ARAMIS""",(+48-22) 642-96,aramis@felix.com.pl,stały,*,hotel,"02-758 Warszawa, Mangalia 3b"
2629,DWÓR SENATOR,(0 33)879-74-26,biuro@dwor-senator.pl,stały,*,hotel,"34-145 Zakrzów, Stronie"
2630,ZACISZE,818272972,info@hotelzacisze.com.pl,stały,*,hotel,"24-300 Opole Lubelskie, Przemysłowa 42 A"
2631,La Paloma,(61) 813 32 91,recepcja@lapaloma.com.pl,stały,*,hotel,"62-041 , Niwka Stara 34"
2632,BIDA Z NĘDZĄ,227223155,,stały,*,hotel,"05-850 Ożarów Mazowiecki, poznańska 266"
2633,GALICJA,158763629,info@tanew.pl,stały,*,hotel,"37-410 Ulanów, Podlądzie"
2634,EDEN,178525683,biuro@hoteleden.com.pl,stały,*,hotel,"35-506 Rzeszów, ul.Krakowska 150"
2635,U JANÓW,(071) 315-22-08,,stały,*,hotel,"55-095 Mirków, Wrocławska 33"
2636,18-TKA,86 271-65-16,,stały,*,hotel,"18-305 Szumowo, Szkolna 2"
2637,HOTEL LEVEL,542337229,recepcja@hotellevel.eu,stały,*,hotel,"87-500 Rypin, Mławska"
2638,Kaniewski,,,stały,*,hotel,"64-300 Nowy Tomyśl, Ogrodowa 22"
2639,Truck,,,stały,*,hotel,"62-300 Psary Małe, Nekielska 7"
2640,AVIATOR,4088106,,stały,*,hotel,"47-325 Kamień Śląski, Lotnicza 5-7"
2641,PŁONIA,091/ 46 21 221,,stały,*,hotel,"70-893 Szczecin, ul. Uczniowska 3"
2642,TURKUS,166212640,mosir@jaroslaw.pl,stały,*,hotel,"37-500 Jarosław, Sikorskiego 5A"
2643,NAD ZALEWEM-BUDYNEK C,85 719-41-44,,stały,*,hotel,"16-010 Wasilków, Białostocka 94-98"
2644,"""MIKOŁAJEK"" PTTK",0 - 59 842 -,poczta@slupsk.pttk.pl,stały,*,hotel,"76-200 Słupsk, Szarych Szeregów 1"
2645,BETON-STAL,85 675-06-01,,stały,*,hotel,"15-182 Białystok, 27-lipca 24/1"
2646,TURYSTYCZNY,85 - 745 51 58,turystyczny@jard.pl,stały,*,hotel,"15-399 Białystok, Transportowa 4"
2647,SZAROTKA,033/855-60-18,recepcja @hotelszarotka.pl,stały,*,hotel,"464 , Kurpiowska 7/10"
2648,"""OLIMP""",0 - 52 397 -,hotele@chojniceinfo.pl,stały,*,hotel,"89-604 Chojnice, Kościerska 5"
2649,Jarota,(62) 747 31 04,jarocin.sport@wp.pl,stały,*,hotel,"63-200 Jarocin, Sportowa 6"
2650,"""TURYSTYCZNY""",0 - 52 397 -,hotele@chojniceinfo.net,stały,*,hotel,"89-600 Chojnice, Myśliboja 5"
2651,SIWY BRZEG,(18) 337-23-87,lim-hot@poczta.onet.pl,stały,*,hotel,"34-600 Limanowa, ul. Bronisława Czecha 4"
2652,KOWALSKI,89-741-41-31,hotel.kowalski@gmail.com,stały,*,hotel,"11-700 Mrągowo, M. C. Skłodowskiej 1A"
2653,Mieszko,(61) 426 46 66,hotel@hotelmieszko.gniezno.pl,stały,*,hotel,"62-200 Gniezno, Strumykowa 2"
2654,NARCYZ,075/ 781 63 51,,stały,*,hotel,"59-850 Świeradów-Zdrój, Sienkiewicza 14"
2655,LEŚNY,68/ 325-36-36,hotel.lesny@op.pl,stały,*,hotel,"65-022 Zielona Góra, Sulechowska 39"
2656,PRZEPIÓRECZKA,815014129,rezerwacja@przepioreczka.com.pl,stały,*,hotel,"24-140 Nałęczów, 1-go maja 6"
2657,Zajazd Europa,,,stały,*,hotel,"62-604 Kościelec, Dąbrowice Stare"
2658,NOVA,33-857-17-11,rnova@interia.pl,stały,*,hotel,"43-246 Strumień, 1-go Maja"
2659,Rydwan,(67) 214 28 01,zajazd-tarcza@wp.pl,stały,*,hotel,"64-920 Piła, Żeromskiego 90"
2660,Maraton,,,stały,*,hotel,"64-500 Szamotuły, Sportowa 6"
2661,IBIS BUDGET SZCZECIN,091- 482 24 66,H3428@accor.com,stały,*,hotel,"71-004 Szczecin, Prof. Ludwika Janiszewskiego 2"
2662,PASS,324693524,passhotel@zebrzydowice.eu,stały,*,hotel,"43-410 Zebrzydowice, Kochanowskiego 39"
2663,JUNIOR KRAKUS,12 652-02-0,recepcja@turystyka-krakus.com.pl,stały,*,hotel,"30-717 Kraków, ul. Nowohucka 33"
2664,Bursztyn,,,stały,*,hotel,"62-800 Kalisz, Łódzka 29"
2665,MISTIA,(12) 633-29-26,hotel@mistia.org.pl,stały,*,hotel,"31-153 Kraków, ul. Szlak 73a"
2666,E-7,483847754,hotele7@gmail.com,stały,*,hotel,"26-600 Radom, czarnieckiego 70"
2667,BAROK,(075) 76-11-755,,stały,*,hotel,"58-573 Piechowice, Jeleniogórska 1"
2668,POD WIATRAKIEM,322261492,hotel@odr.net.pl,stały,*,hotel,"43-190 Mikołów, Gliwicka 85"
2669,JURAND,"0-42 214-10-50,",,stały,*,hotel,"95-030 Rzgów, Tuszyńska 73"
2670,ELEKTROMIX,"32 274-63-48,",recepcja@hoteletap.pl,stały,*,hotel,"41-803 Zabrze, Bytomska 120"
2671,PANORAMA,(075) 74-13-444,,stały,*,hotel,"59-420 Bolków, Mickiewicza 6"
2672,INTERFERIE,(760) 74-95-400,interferie@interferie.pl,stały,*,hotel,"59-301 Lubin, M. Skłodowskiej-Curie 176"
2673,JANTAR,(91) 43 94 231,biuro@hotele-tur.com.pl,stały,*,hotel,"71-246 Szczecin, ul. Romera 10"
2674,HOTEL TRAMP,566547187,tramp@mosir.torun.pl,stały,*,hotel,"87-100 Toruń, Kujawska 14"
2675,ZAJAZD OSTRZESZÓW,627328821,zajazdostrzeszow@02.pl,stały,*,hotel,"63-500 Ostrzeszów, gen. sikorskiego"
2676,LORD,91/ 851-15-54,,stały,*,hotel,"73-110 Stargard Szczeciński, Łąkowa 6"
2677,PTTK,322103233,hotel@pttk-pszczyna.slask.pl,stały,*,hotel,"43-200 Pszczyna, Bogedaina 16"
2678,IBIS BUDGET REDUTA,228240540,h7125-gm@accor.com,stały,*,hotel,"02-366 Warszawa, bitwy warszawskiej 1920 r. 16a"
2679,"""EDEN""",(+48 22) 783-74,,stały,*,hotel,"05-079 Okuniew, Warszawska 51"
2680,"""KUJAWY""",542313399,kujawy@hotelewloc.pl,stały,*,hotel,"87-800 Włocławek, Kościuszki 20"
2681,"""RELAX""",(+48 29) 760-44,,stały,*,hotel,"07-400 , Szpitalna 15"
2682,KAMIENIEC,33 843-25-6,poczta@hotel-kamieniec.com.pl,stały,*,hotel,"32-600 Oświęcim, ul. Zajazdowa 2"
2683,HOTEL GÓRSKI PTTK KALATÓWKI,(18) 206-36-44,hotel@kalatowki.pl,stały,*,hotel,"34-500 Zakopane, Polana Kalatówki skr. Poczt. 194"
2684,LACHÓWKA,817516009,lachowka@tlen.pl,stały,*,hotel,"21-045 Świdnik, Budowlana 1"
2685,"""SPORTHOTEL""",58/673-00-80,recepcja@frkfsporthotel.pl,stały,*,hotel,"84-100 Puck, Lipowa 3"
2686,HOTEL WIŚNIEWSCY,413518-444,hotel@zajazdwisniewskich.com,stały,*,hotel,"28-520 Kraśniów, Kraśniów 25"
2687,Lech,(61) 426 23 85;,recepcja@hotel-lech.pl,stały,*,hotel,"62-200 Gniezno, Bł. Jolanty 5"
2688,IRENA,94-314-36-92,,stały,*,hotel,"76-150 Darłowo, Wojska Polskiego 64"
2689,PROMIEŃ,41 253-86-36,hotelpromien@neostrada.pl,stały,*,hotel,"26-111 Skarżysko-Kamienna, Legionów 105"
2690,PIOCEL,0-44 646-80-32,,stały,*,hotel,"97-300 Piotrków Trybunalski, Dworska 6 a"
2691,IBIS BUDGET TORUŃ CENTRUM *,566576001,h7147@accor.com,stały,*,hotel,"87-100 Toruń, Ks.Jerzego Popiełuszki 2a"
2692,"""Zajazd Leśny""",542822905,,stały,*,hotel,"87-700 Białe Błota, brak"
2693,NATALIA,,,stały,*,hotel,"62-817 Russów, Russów"
2694,MERKURY,094/37-43-526,,stały,*,hotel,"78-400 Szczecinek, Cieślaka 11"
2695,U KROCZKA,178601031,hotelukroczka@hotelukroczka.pl,stały,*,hotel,"35-213 Rzeszów, Krakowska 316"
2696,KINGA,34 314-40-70,hotel@hotel-kinga.pl,stały,*,hotel,"42-311 Żarki-Letnisko, Nadrzeczna 35"
2697,KRAJNA,,hotel.krajna@wp.pl,stały,*,hotel,"77-400 Złotów, Aleja Piasta 15"
2698,AEROPLAN,683242771,hotel@przylep-lotnisko.pl,stały,*,hotel,"66-015 Zielona Góra, Przylep-Skokowa 18 a"
2699,POLONIA,033 855-35-55,polonia@jur-gast.wisla.pl,stały,*,hotel,"43-460 Wisła, Wyzwolenia 34a"
2700,MARKO,226646352,,stały,*,hotel,"01-336 Warszawa, Rotundy 5"
2701,ŁUCZNIK,957632995,,stały,*,hotel,"66-500 Strzelce Krajeńskie, Sportowa 1"
2702,CARGO,957373900,hotel.cargo@pekaes.com.pl,stały,*,hotel,"69-100 Słubice, Transportowa 8"
2703,MATEO 2,413779409,hotel.mateo@wp.pl,stały,*,hotel,"28-130 Stopnica, dr Piotrowskiego 43"
2704,HOTEL ŁUCZYŃSKI,413753750,hotel@luczynski.pl,stały,*,hotel,"26-200 Końskie, Warszawska 24"
2705,ZAJAZD MIHAŁUFKA,"542877774,7",biuro@zajazdmihalufka.pl,stały,*,hotel,"87-630 Skępe, Polna 42"
2706,Turysta,(62) 747 33 41,,stały,*,hotel,"63-200 Jarocin, Chrobrego 51"
2707,OPOCZYŃSKI,0-44 755-35-38,hotelopoczynski@poczta.onet.pl,stały,*,hotel,"26-300 Opoczno, Graniczna 7"
2708,MARGO,(91)414-44-44,hotelmargo@wp.pl,stały,*,hotel,"74-520 Cedynia, Obrońców Stalingradu 22"
2709,STAROMIEJSKI,915772223,staromiejski@hotele-tur.com.pl,stały,*,hotel,"73-110 Stargard Szczeciński, ul. Spichrzowa 2"
2710,"""NAD WIERZYCĄ""",0 - 58 536 -,info@pelplin.com,stały,*,hotel,"83-130 Pelplin, Ks. Bpa Dominika 11"
2711,POD DĘBEM,+48(68)327-06-4,gwardia@zgora.com.pl,stały,*,hotel,"65-452 Zielona Góra, Strzelecka 22"
2712,AGRO,322261492,hotel@odr.net.pl,stały,*,hotel,"43-190 Mikołów, gliwicka 85"
2713,LOGOS,815338285,oupislublin@op.pl,stały,*,hotel,"20-033 Lublin, Akademicka 4"
2714,BESKID,33 821-71-60,hotelbeskid@beskid.bielsko.pl,stały,*,hotel,"42-309 , Olszówki 24"
2715,ZAMECZEK,(41) 383-80-23,biuro@hotelzameczek.pl,stały,*,hotel,"32-210 Książ Wielki, ul. Warszawska 13"
2716,SARA,748690787,biuro@hotelsara.ng.pl,stały,*,hotel,"57-320 Polanica-Zdrój, Sikorskiego 13"
2717,hotel PREMIERE CLASSE,+48-22- 624-08-,warszawa@premiere classe. com.pl,stały,*,hotel,"00-811 Warszawa, Towarowa 2"
2718,POD LWEM,+48(68)324-10-5,hotelpodlwem@interia.pl,stały,*,hotel,"65-024 Zielona Góra, Dworcowa 14"
2719,PARK HOTEL,(095)7597456,parkhotel@rojal.com.pl,stały,*,hotel,"69-110 Rzepin, Dworcowa 15"
2720,NA KAMINIENIU,0343505210-11,kontakt@hotelaleksandra.pl,stały,*,hotel,"46-300 Borki Małe, Oleska 1a"
2721,LUBUSKI,(68) 382-34-25,biuro@hotellubuski.pl,stały,*,hotel,"66-200 Świebodzin, Piłsudskiego 20"
2722,IBIS BUDGET WROCŁAW STADION,713538448,H6606@accor.com,stały,*,hotel,"54-132 Wrocław, LOTNICZA 151"
2723,KARO,+(48) 483779999,,stały,*,hotel,"26-652 Mleczków, jana pawła II 2"
2724,JOANNA,074/ 840 55 80,,stały,*,hotel,"58-310 Szczawno-Zdrój, Kasztanowa 11"
2725,PUSTELNIK,324483845,info@pustelnik.com.pl,stały,*,hotel,"43-243 Wisła Mała, Pawia 10"
2726,"""BELLEVUE""",0 - 52 39 - 8,mrs@onet.pl,stały,*,hotel,"89-606 Charzykowy, Długa 23A"
